7
14,00,00,00,62,00,00,40,40,40,40,40,40,61,40,00,00,00,00,16
13,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,12
10,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,11
14,60,00,46,46,46,46,00,00,00,00,00,00,46,46,46,46,31,00,16
14,00,00,45,45,45,45,00,00,00,00,00,00,45,45,45,45,00,00,16
14,00,00,44,44,44,44,00,00,00,00,00,00,44,44,44,44,00,00,16
14,40,00,43,43,43,43,00,00,00,00,00,00,43,43,43,43,00,40,16
14,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,16
14,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,16
14,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,16
14,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,16
14,45,46,00,00,00,00,40,41,42,42,41,40,00,00,00,00,46,45,16
14,45,46,00,00,00,00,40,41,42,42,41,40,00,00,00,00,46,45,16
14, 2,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,16
14,99,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,16
14,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,16
14,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,16
14,00,00,00,00,43,43,00,43,43,43,00,00,43,43,43,43,00,40,16
14,00,00,00,00,44,44,00,44,44,44,00,00,44,44,44,44,00,00,16
14,00,00,00,00,45,45,00,45,45,45,00,00,45,45,45,45,00,00,16
14,00,00,00,00,46,46,63,46,46,46,00,00,46,46,46,46,00,62,16
13,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,12
10,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,11
14,40,41,42,43,00,00,44,44,44,44,44,44,00,00,43,42,41,40,16
14,41,41,42,43,00,00,45,45,45,45,45,45,00,00,43,42,41,41,16
14,42,42,42,43,00,00,46,46,46,46,46,46,00,00,43,42,42,42,16
14,43,43,43,43,00,00,45,45,45,45,45,45,00,00,43,43,43,43,16
14,44,44,44,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,16
14,45,45,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,16
14,46,46,00,00,00,00,42,42,42,42,42,42,00,00,00,00,00,00,16
14,44,00,00,00,00,00,42,41,41,41,41,42,00,00,45,46,00,00,16
14, 2,00,00,00,00,00,42,41,40,40,41,42,00,00,44, 2,00,00,16
14,99,00,00,00,00,00,42,41,40,40,41,42,00,00,44,99,00,00,16
14,44,00,00,00,00,00,42,41,41,41,41,42,00,00,45,46,00,00,16
14,46,46,00,00,00,00,42,42,42,42,42,42,00,00,00,00,00,00,16
14,45,45,45,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,16
14,44,44,44,44,00,00,00,00,00,00,00,00,00,00,00,00,00,00,16
14,43,43,43,43,00,00,45,45,00,00,45,45,00,00,43,43,43,43,16
14,42,42,42,43,00,00,46,46,00,00,46,46,00,00,43,42,42,42,16
14,41,41,42,43,00,00,45,45,61,00,45,45,00,00,43,42,41,41,16
14,40,41,42,43,00,00,44,44,00,00,44,44,00,00,43,42,41,40,16
13,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,12
10,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,11
14,00,00,45,45,00,00,00,00,46,46,00,00,00,00,45,45,00,61,16
14,02,00,46,46,00,00,00,00,44,44,00,00,00,00,46,46,00,00,16
14,99,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,16
14,00,00,00,00,00,43,44,00,00,00,00,44,43,00,00,00,00,00,16
14,40,40,40,00,00,43,44,00,00,00,00,44,43,00,00,40,40,40,16
14,41,41,41,00,00,00,00,00,00,00,00,00,00,00,00,41,41,41,16
14,42,42,42,00,00,42,42,00,00,00,00,00,00,00,00,42,42,42,16
14,41,41,41,00,00,41,41,00,43,43,43,00,00,00,00,41,41,41,16
14,40,40,40,00,00,40,40,00,44,32,00,00,00,00,00,40,40,40,16
14,40,40,40,00,00,40,40,00,44,00,00,00,00,00,00,40,40,40,16
14,41,41,41,00,00,41,41,00,43,43,43,00,00,00,00,41,41,41,16
14,42,42,42,00,00,42,42,00,00,00,00,00,00,00,00,42,42,42,16
14,41,41,41,00,00,00,00,00,00,00,00,00,00,00,00,41,41,41,16
14,40,40,40,00,00,43,44,00,00,00,00,44,43,00,00,40,40,40,16
14,00,00,00,00,00,43,44,00,00,00,00,44,43,00,00,00,00,00,16
14,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,16
14,00,00,46,46,00,00,00,00,44,44,00,00,00,00,46,46,00,00,16
14,00,00,45,45,00,00,00,00,46,46,00,00,00,00,45,45,00,60,16
13,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,12
1,0,3,0,5,0,0,0,2,0,1,1,0,1,4,0,3,1,0,2,6,0,5,1
60
500,2000,2800
